date,open,high,low,close,volume,amount
2021-04-29,805.0,805.0,769.0,790.0,17443.0,13700531.0
2021-05-02,781.0,812.0,781.0,807.0,55214.0,44070246.0
2021-05-03,805.0,823.0,792.0,794.0,34573.0,27899534.0
2021-05-04,780.0,804.0,780.0,796.0,17638.0,14053822.0
2021-05-05,757.0,806.0,757.0,797.0,21153.0,16921677.0
2021-05-06,805.0,830.0,800.0,808.0,51426.0,41590131.0
2021-05-09,810.0,810.0,785.0,797.0,16709.0,13331851.0
2021-05-10,786.0,800.0,785.0,795.0,13628.0,10834292.0
2021-05-11,785.0,800.0,785.0,797.0,19089.0,15223897.0
2021-05-12,798.0,805.0,788.0,792.0,11947.0,9473023.0
2021-05-13,790.0,796.0,787.0,789.0,16275.0,12839092.0
2021-05-16,789.0,819.0,789.0,813.0,45765.0,36930610.0
2021-05-17,813.0,829.0,807.0,808.0,34113.0,27806989.0
2021-05-18,820.0,820.0,800.0,811.0,24974.0,20212843.0
2021-05-19,813.0,831.0,803.0,815.0,44202.0,36125163.0
2021-05-20,825.0,825.0,803.0,806.0,16468.0,13276493.0
2021-05-23,799.0,807.0,787.0,804.0,26948.0,21586272.0
2021-05-24,806.0,815.0,795.0,799.0,26994.0,21629835.0
2021-05-25,795.0,846.0,795.0,818.0,70620.0,58076346.0
2021-05-27,818.0,822.0,805.0,819.0,32410.0,26373293.0
2021-05-30,819.0,845.0,819.0,834.0,87587.0,73264748.0
2021-05-31,794.0,856.0,794.0,817.0,62337.0,51946961.0
2021-06-01,820.0,830.0,805.0,808.0,25378.0,20632992.0
2021-06-02,810.0,815.0,800.0,810.0,21948.0,17784056.0
2021-06-03,807.0,826.0,807.0,811.0,30447.0,24756882.0
2021-06-06,811.0,811.0,800.0,804.0,37489.0,30180504.0
2021-06-07,804.0,819.0,802.0,806.0,21744.0,17582242.0
2021-06-08,805.0,850.0,805.0,831.0,60903.0,50289554.0
2021-06-09,831.0,861.0,817.0,824.0,51309.0,42859178.0
2021-06-10,820.0,835.0,814.0,814.0,31653.0,25961491.0
2021-06-13,810.0,841.0,810.0,815.0,42605.0,35042376.0
2021-06-14,815.0,830.0,812.0,822.0,36571.0,30063674.0
2021-06-15,850.0,850.0,817.0,817.0,35913.0,29523694.0
2021-06-16,802.0,825.0,800.0,805.0,35768.0,28876142.0
2021-06-17,805.0,820.0,805.0,806.0,22147.0,17921256.0
2021-06-20,806.0,814.0,792.0,793.0,26508.0,21182599.0
2021-06-21,800.0,800.0,770.0,770.0,27905.0,21841112.0
2021-06-22,775.0,795.0,768.0,792.0,19510.0,15260060.0
2021-06-23,792.0,798.0,769.0,772.0,18976.0,14728700.0
2021-06-24,758.0,775.0,758.0,766.0,13179.0,10113404.0
2021-06-27,754.0,774.0,754.0,763.0,16194.0,12360313.0
2021-06-28,770.0,770.0,764.0,767.0,10549.0,8093419.0
2021-06-29,767.0,770.0,755.0,755.0,12476.0,9509040.0
2021-06-30,718.0,759.0,718.0,747.0,13172.0,9795683.0
2021-07-01,750.0,765.0,741.0,755.0,12732.0,9617205.0
2021-07-04,755.0,770.0,742.0,753.0,10023.0,7540466.0
2021-07-05,750.0,750.0,742.0,742.0,8365.0,6234292.0
2021-07-06,743.0,745.0,732.0,735.0,14160.0,10431276.0
2021-07-07,725.0,735.0,721.0,727.0,10940.0,7979430.0
2021-07-08,720.0,738.0,720.0,736.0,12157.0,8854286.0
2021-07-11,726.0,772.0,726.0,771.0,12233.0,9335480.0
2021-07-12,775.0,779.0,752.0,758.0,10926.0,8355304.0
2021-07-13,752.0,760.0,746.0,759.0,4983.0,3762620.0
2021-07-14,750.0,765.0,745.0,754.0,5268.0,3971023.0
2021-07-15,762.0,765.0,750.0,754.0,10609.0,7990267.0
2021-07-18,759.9,780.0,759.9,780.0,15782.0,12110617.5
2021-07-19,783.1,795.0,775.0,785.0,13519.0,10604013.5
2021-07-20,800.0,800.0,775.0,777.0,9444.0,7350669.5
2021-07-22,762.5,771.0,762.5,765.0,16909.0,12981777.8
2021-07-25,765.0,765.0,752.0,762.0,15355.0,11685841.1
2021-07-26,756.2,775.0,756.2,765.0,12874.0,9893277.0
2021-07-27,765.0,780.0,765.0,772.0,14592.0,11271462.0
2021-07-28,765.0,820.0,765.0,812.0,35030.0,27936878.0
2021-07-29,828.0,830.0,791.1,803.0,31908.0,25935046.5
2021-08-01,795.0,808.0,790.0,791.0,14202.0,11290430.0
2021-08-02,786.0,793.0,782.0,788.0,12088.0,9518359.0
2021-08-03,785.0,795.0,776.0,792.0,12859.0,10119182.5
2021-08-04,799.0,806.0,786.3,788.0,23149.0,18427102.4
2021-08-05,789.0,799.0,785.0,785.6,13940.0,11010517.6
2021-08-08,785.6,800.0,772.0,774.0,18033.0,13988350.0
2021-08-09,775.0,775.0,762.0,771.0,13295.0,10242113.5
2021-08-10,771.0,777.0,762.0,777.0,20094.0,15499597.0
2021-08-11,777.0,785.0,772.0,774.0,15511.0,12019150.0
2021-08-12,774.0,793.0,768.0,780.0,22056.0,17276155.2
2021-08-15,795.0,795.0,772.0,780.0,20471.0,16014792.6
2021-08-16,780.0,795.0,767.0,772.0,15904.0,12269503.6
2021-08-17,765.1,772.0,761.0,761.0,17267.0,13182144.5
2021-08-18,755.0,767.0,748.0,766.0,26218.0,19803556.0
2021-08-19,761.0,809.0,761.0,789.0,42508.0,33609012.1
2021-08-24,789.0,815.0,778.8,778.8,29900.0,23672856.2
2021-08-25,774.0,777.0,760.0,762.0,16020.0,12259868.0
2021-08-26,770.0,770.0,751.0,761.3,13965.0,10623217.7
2021-08-29,751.0,761.0,747.0,748.6,18073.0,13587693.1
2021-08-31,748.6,748.6,733.7,735.9,12964.0,9544191.0
2021-09-01,750.0,750.0,735.0,736.5,7913.0,5846888.8
2021-09-02,724.0,735.0,722.0,729.0,10556.0,7698058.5
2021-09-05,715.0,720.0,683.0,696.0,18987.0,13330642.0
2021-09-06,690.0,742.0,687.0,741.0,11607.0,8326656.0
2021-09-07,743.0,748.0,720.0,726.0,9068.0,6611647.0
2021-09-08,720.0,720.0,707.0,710.0,5091.0,3621927.0
2021-09-09,710.0,724.2,698.0,710.0,11548.0,8121103.3
2021-09-12,718.0,724.2,697.0,710.0,9638.0,6834081.0
2021-09-13,705.0,718.0,705.0,712.0,9280.0,6604872.3
2021-09-14,705.0,709.0,698.0,702.7,11450.0,8047806.7
2021-09-15,716.0,725.0,696.0,696.2,7725.0,5394248.6
2021-09-16,686.0,690.0,674.0,675.0,16723.0,11375810.0
2021-09-20,688.0,688.0,630.0,631.5,17122.0,11031824.5
2021-09-21,631.5,651.0,590.1,640.0,13225.0,8227503.0
2021-09-22,650.0,667.0,634.0,659.0,7085.0,4628622.0
2021-09-23,659.0,678.3,650.0,650.1,7378.0,4862678.4
2021-09-26,663.0,670.0,625.5,628.0,10156.0,6460457.5
2021-09-27,625.0,625.0,600.0,601.0,7953.0,4824977.0
2021-09-28,601.0,601.8,568.0,570.0,12500.0,7277772.4
2021-09-29,565.0,588.0,565.0,577.0,9925.0,5720482.4
2021-09-30,580.0,600.0,575.0,575.0,7555.0,4404089.3
2021-10-03,575.0,575.0,563.5,565.1,6428.0,3648913.3
2021-10-04,570.0,578.0,549.0,575.0,4261.0,2417290.0
2021-10-05,567.0,601.9,567.0,593.0,9699.0,5716108.0
2021-10-06,604.8,616.8,587.1,601.9,4452.0,2657510.5
2021-10-10,605.0,620.0,597.8,605.0,4933.0,3002177.0
2021-10-11,604.0,609.0,596.0,604.0,4290.0,2575714.5
2021-10-17,604.0,610.0,598.0,605.0,2240.0,1350371.0
2021-10-18,593.0,609.0,574.3,593.9,8032.0,4726814.0
2021-10-19,582.1,582.1,570.0,576.0,5783.0,3311609.0
2021-10-20,580.0,585.0,564.5,580.0,7298.0,4200317.6
2021-10-21,580.0,580.0,572.0,574.1,2160.0,1242743.2
2021-10-24,562.7,568.0,560.0,566.0,6105.0,3438714.0
2021-10-25,560.1,588.0,560.1,587.7,3579.0,2076012.0
2021-10-26,599.0,613.0,595.0,611.9,9451.0,5732889.9
2021-10-27,616.0,650.0,603.0,628.0,12229.0,7695562.0
2021-10-28,628.0,630.0,616.0,621.0,5028.0,3133415.9
2021-10-31,624.0,645.0,615.0,638.0,8804.0,5544168.0
2021-11-01,638.0,670.9,634.0,655.0,11769.0,7690868.0
2021-11-02,655.0,673.0,640.0,673.0,7287.0,4817989.0
2021-11-03,673.0,691.0,649.0,664.0,5561.0,3718071.0
2021-11-08,677.0,677.0,651.0,651.0,4415.0,2912643.0
2021-11-09,638.1,650.0,620.0,623.0,8091.0,5091427.3
2021-11-11,615.0,620.5,601.0,609.0,7156.0,4351573.7
2021-11-14,597.0,605.0,595.0,601.0,4558.0,2730585.5
2021-11-15,600.0,607.0,599.1,601.0,5931.0,3573261.8
2021-11-16,595.0,639.0,595.0,638.5,8969.0,5545568.5
2021-11-17,639.0,650.0,628.0,632.0,9626.0,6137830.5
2021-11-18,622.0,629.0,616.0,616.1,4628.0,2880758.6
2021-11-21,605.0,610.0,601.0,603.1,6154.0,3722060.9
2021-11-22,615.0,617.0,603.0,604.9,5762.0,3506260.0
2021-11-23,600.0,601.0,590.0,595.0,6179.0,3676894.5
2021-11-24,588.0,600.0,578.0,598.0,6660.0,3914511.0
2021-11-25,588.0,601.8,578.5,586.0,10017.0,5889946.0
2021-11-28,574.3,580.0,548.8,566.0,17856.0,10060746.1
2021-11-29,561.0,572.2,561.0,561.0,5399.0,3051287.0
2021-11-30,561.0,562.0,545.1,557.0,5950.0,3289417.0
2021-12-01,550.0,566.0,550.0,560.0,5294.0,2957428.0
2021-12-02,560.0,560.0,547.0,549.0,7161.0,3943858.0
2021-12-05,541.0,545.0,520.0,522.0,7316.0,3877173.0
2021-12-06,520.0,532.4,497.0,524.0,10529.0,5360947.5
2021-12-07,525.0,538.0,524.0,524.0,5828.0,3091518.9
2021-12-08,525.0,527.0,511.0,511.0,4554.0,2369734.0
2021-12-09,506.7,519.1,500.8,519.1,5511.0,2817241.0
2021-12-12,519.0,520.0,496.0,500.0,7662.0,3838726.0
2021-12-13,495.0,495.0,477.0,480.0,8143.0,3922720.0
2021-12-14,489.5,516.0,489.5,514.0,2777.0,1396295.0
2021-12-15,524.2,545.2,494.1,512.0,7876.0,4115037.5
2021-12-16,510.0,510.0,496.1,498.0,5562.0,2784475.5
2021-12-20,488.1,507.9,486.0,490.0,3013.0,1485036.2
2021-12-21,490.0,505.0,490.0,501.1,4295.0,2148789.5
2021-12-22,511.0,525.0,505.0,521.1,4948.0,2566285.0
2021-12-23,521.3,530.0,513.5,530.0,6346.0,3316793.3
2021-12-26,530.0,583.0,530.0,583.0,31174.0,17816659.3
2021-12-27,594.6,630.0,581.4,581.4,43753.0,26647370.7
2021-12-28,570.0,589.0,540.8,572.0,6983.0,4007595.7
2021-12-29,570.0,582.0,551.1,570.0,7796.0,4445004.5
2022-01-02,569.0,590.0,563.2,589.0,9874.0,5684926.4
2022-01-03,593.0,602.0,578.2,595.0,14477.0,8577595.5
2022-01-04,585.0,604.0,580.0,600.0,7637.0,4550058.0
2022-01-05,600.0,602.0,583.6,584.0,10843.0,6402890.0
2022-01-06,584.0,592.5,576.0,589.0,8546.0,5016692.3
2022-01-09,589.0,607.0,588.0,601.0,12460.0,7476399.5
2022-01-10,600.0,641.0,600.0,613.0,23601.0,14498852.6
2022-01-11,602.0,650.0,602.0,637.0,30878.0,19721644.0
2022-01-12,625.1,640.0,615.0,615.0,18741.0,11764903.6
2022-01-13,615.0,636.0,612.0,630.0,12512.0,7838084.5
2022-01-16,632.0,676.0,632.0,650.0,20258.0,13169614.5
2022-01-17,641.0,660.0,639.0,654.0,19093.0,12398834.0
2022-01-18,643.0,655.0,637.0,645.0,14425.0,9293508.1
2022-01-19,634.0,640.0,625.0,625.2,13615.0,8611104.9
2022-01-20,615.0,645.0,613.0,638.1,10735.0,6816685.0
2022-01-23,638.0,655.0,638.0,644.0,25173.0,16285997.8
2022-01-24,645.0,650.0,622.4,626.0,27403.0,17241152.1
2022-01-25,617.2,640.0,617.1,623.0,13356.0,8393232.0
2022-01-26,615.1,622.0,614.0,615.3,10162.0,6267919.4
2022-01-27,610.0,629.3,610.0,615.0,5740.0,3533611.0
2022-01-30,627.0,650.0,618.0,650.0,17108.0,10897197.3
2022-01-31,660.0,665.0,638.0,638.0,15329.0,9886606.8
2022-02-01,628.0,647.5,628.0,643.0,11190.0,7175971.0
2022-02-03,643.0,655.7,633.0,639.9,15271.0,9859323.4
2022-02-06,630.0,630.0,620.0,622.0,7779.0,4868299.5
2022-02-07,620.0,644.0,610.0,640.0,16867.0,10661592.0
2022-02-08,652.8,656.0,630.0,636.0,12123.0,7764697.3
2022-02-09,624.0,635.0,624.0,627.0,9778.0,6138278.0
2022-02-10,620.0,627.0,620.0,623.0,7032.0,4374645.0
2022-02-13,611.0,611.0,583.1,588.0,15117.0,8963669.7
2022-02-14,585.0,598.0,584.0,591.0,3812.0,2255021.9
2022-02-15,591.0,600.0,588.0,600.0,3710.0,2209826.0
2022-02-16,590.0,624.0,590.0,600.0,5798.0,3484651.0
2022-02-17,589.0,603.0,589.0,600.0,5686.0,3406841.3
2022-02-20,588.0,590.0,579.0,581.0,8506.0,4956533.9
2022-02-21,576.0,588.0,576.0,588.0,5780.0,3361738.2
2022-02-22,583.0,592.0,583.0,588.0,4689.0,2745545.8
2022-02-23,588.0,590.0,579.0,579.1,9662.0,5614749.0
2022-02-24,573.1,575.0,563.0,566.5,13714.0,7826441.1
2022-02-27,557.0,577.0,556.1,560.1,5970.0,3365139.5
2022-02-28,561.0,583.0,551.0,553.0,12868.0,7223699.5
2022-03-02,542.0,552.0,540.0,540.2,6592.0,3579872.0
2022-03-06,540.0,553.0,531.0,553.0,9507.0,5183734.0
2022-03-07,555.0,558.0,538.0,538.2,5917.0,3225951.0
2022-03-09,528.0,535.0,522.2,532.0,6202.0,3282816.7
2022-03-10,522.0,543.9,516.0,540.0,9101.0,4832548.0
2022-03-13,540.0,593.0,538.0,573.0,13385.0,7584471.5
2022-03-14,565.0,579.0,562.0,576.0,4944.0,2821852.0
2022-03-15,580.0,599.0,570.0,579.0,11115.0,6402987.9
2022-03-16,567.5,590.5,565.0,574.9,14344.0,8252670.5
2022-03-20,586.0,586.0,556.0,556.0,5383.0,3019727.0
2022-03-21,556.0,570.0,553.1,558.0,16571.0,9291818.5
2022-03-22,569.1,579.0,561.0,568.0,7356.0,4173269.6
2022-03-23,558.1,569.0,555.1,566.0,9795.0,5512311.0
2022-03-24,566.0,598.0,561.0,592.0,29703.0,17489597.9
2022-03-27,603.0,651.2,603.0,640.0,101493.0,65508033.5
2022-03-28,640.0,640.0,610.0,614.0,21966.0,13593296.9
2022-03-29,605.0,626.2,602.1,605.0,8083.0,4916838.0
2022-03-30,600.0,626.0,595.0,625.0,17420.0,10634408.5
2022-03-31,615.5,625.0,610.0,618.9,8689.0,5355020.0
2022-04-03,618.0,618.0,601.1,608.9,7650.0,4663467.5
2022-04-04,601.0,616.0,596.0,597.0,7150.0,4319372.0
2022-04-05,608.9,608.9,563.0,573.0,13438.0,7743408.0
2022-04-06,562.0,593.0,551.8,564.0,10168.0,5728150.5
2022-04-07,554.0,586.0,554.0,581.0,9642.0,5574308.0
2022-04-11,591.0,592.0,553.0,561.0,9968.0,5676292.9
2022-04-12,551.0,579.0,543.2,549.0,6675.0,3688969.8
2022-04-13,542.0,563.9,540.1,556.0,4465.0,2450602.5
2022-04-17,560.0,571.2,546.0,551.0,3327.0,1841932.5
2022-04-18,545.0,545.0,532.0,535.0,3624.0,1942131.4
2022-04-19,545.7,545.7,520.0,531.0,4366.0,2317225.7
2022-04-20,525.7,537.0,510.0,519.5,6106.0,3183702.0
2022-04-21,515.5,520.0,506.0,520.0,4124.0,2106605.0
2022-04-24,530.4,550.8,518.0,550.0,6220.0,3348970.5
2022-04-25,561.0,561.0,529.0,543.0,4610.0,2497793.5
2022-04-26,532.2,541.0,525.0,535.0,5108.0,2711506.5
2022-04-27,535.0,545.6,521.1,545.6,3449.0,1826126.7
2022-04-28,535.1,550.0,527.3,533.0,4423.0,2363348.9
2022-05-02,530.0,532.5,510.0,510.0,4557.0,2347572.0
2022-05-04,501.0,507.0,491.0,501.0,6717.0,3337329.0
2022-05-05,501.0,510.0,480.0,485.0,6040.0,2949589.0
2022-05-08,475.3,485.0,460.7,477.0,5210.0,2440601.1
2022-05-09,470.0,493.9,470.0,476.0,3916.0,1877296.0
2022-05-10,476.0,480.0,468.0,476.0,8623.0,4094502.0
2022-05-11,476.0,488.0,476.0,487.0,6029.0,2919183.0
2022-05-12,488.0,492.0,465.0,475.0,19293.0,9210559.8
2022-05-17,467.0,467.0,446.2,454.9,11713.0,5288885.8
2022-05-18,446.0,455.0,420.0,455.0,8254.0,3608663.0
2022-05-19,450.0,450.0,435.0,437.0,7099.0,3123328.0
2022-05-20,430.0,440.0,420.0,420.0,10037.0,4259359.6
2022-05-23,420.0,442.1,404.0,442.1,16195.0,6635226.7
2022-05-24,440.0,443.0,422.0,443.0,6880.0,2993128.0
2022-05-25,451.0,451.0,432.0,434.0,2911.0,1266992.0
2022-05-26,426.1,442.9,426.1,434.0,3159.0,1370640.0
2022-05-27,434.0,442.6,418.5,442.6,8430.0,3599997.7
2022-05-30,445.0,449.9,413.6,434.0,6298.0,2688446.9
2022-05-31,427.0,441.0,402.0,439.0,5540.0,2304281.4
2022-06-01,439.0,443.7,406.8,443.7,10008.0,4178738.0
2022-06-02,434.9,434.9,403.0,415.0,10674.0,4380531.1
2022-06-03,407.0,410.0,401.0,401.0,9618.0,3875738.4
2022-06-06,395.0,404.9,395.0,395.0,6411.0,2554734.2
2022-06-07,388.0,404.9,382.3,396.9,5965.0,2342056.6
2022-06-08,389.0,411.0,389.0,406.0,5680.0,2279576.0
2022-06-09,402.0,410.0,400.0,402.0,2592.0,1047369.2
2022-06-10,396.0,400.0,396.0,397.4,980.0,389983.5
2022-06-13,391.0,399.0,383.0,398.0,7076.0,2741978.0
2022-06-14,395.0,395.0,380.0,381.0,4671.0,1798080.0
2022-06-15,375.4,382.5,366.0,382.5,4285.0,1599526.5
2022-06-16,375.0,382.5,373.0,379.0,1992.0,748194.0
2022-06-17,375.0,382.9,370.0,370.0,3392.0,1260892.5
2022-06-19,363.5,388.0,349.7,385.0,6065.0,2204769.2
2022-06-20,377.3,377.3,355.0,355.0,5774.0,2071346.5
2022-06-21,348.1,367.0,341.0,359.0,6185.0,2190524.5
2022-06-22,355.0,366.1,346.0,360.0,3107.0,1099153.5
2022-06-23,352.8,365.0,337.5,344.0,4310.0,1474645.9
2022-06-24,345.0,355.0,331.0,355.0,1452.0,498449.0
2022-06-26,362.1,379.4,348.0,379.4,8518.0,3109332.9
2022-06-27,383.0,383.0,370.0,370.0,4639.0,1741702.8
2022-06-28,363.0,377.0,356.0,368.0,5533.0,2029057.7
2022-06-29,360.8,384.9,360.0,382.0,6707.0,2457180.9
2022-06-30,389.5,392.7,380.0,386.1,8386.0,3252541.2
2022-07-01,393.8,401.0,380.0,385.0,3165.0,1217492.0
2022-07-03,378.0,389.6,377.0,389.0,5612.0,2147536.2
2022-07-04,389.0,414.7,382.0,392.9,9800.0,3896911.4
2022-07-05,395.0,397.0,377.6,387.0,4750.0,1818813.0
2022-07-06,379.3,383.5,359.0,383.5,15234.0,5598740.1
2022-07-07,391.0,397.0,370.0,370.1,5767.0,2186519.4
2022-07-08,371.0,371.0,359.0,360.0,2106.0,762601.9
2022-07-11,353.0,353.0,340.0,344.0,6367.0,2188875.4
2022-07-12,337.2,360.0,321.8,333.0,11620.0,3892115.9
2022-07-13,333.0,352.9,333.0,352.0,7223.0,2487721.8
2022-07-14,359.0,366.0,338.3,357.0,7255.0,2572629.5
2022-12-28,357.0,392.7,357.0,392.7,7656.0,2996275.0
2022-12-29,400.5,431.9,400.0,431.9,22983.0,9737935.5
2023-01-01,440.0,475.0,440.0,475.0,19017.0,8979024.0
2023-01-02,484.0,499.8,457.0,485.0,30134.0,14542518.8
2023-01-03,477.2,484.0,468.0,474.0,21070.0,9967964.3
2023-01-04,474.0,480.0,465.1,478.9,18317.0,8666466.5
2023-01-05,487.5,501.0,471.0,495.0,36771.0,17878937.8
2023-01-08,495.0,544.5,486.6,537.0,37059.0,19751403.2
2023-01-09,532.0,550.0,532.0,539.0,13271.0,7190076.4
2023-01-10,539.0,540.0,510.1,518.0,24909.0,13184929.5
2023-01-12,528.0,528.0,502.0,512.0,37958.0,19302235.5
2023-01-17,501.9,530.0,501.9,522.1,20321.0,10513682.6
2023-01-18,512.8,533.4,512.8,520.0,20403.0,10745973.9
2023-01-19,515.0,524.0,510.1,520.0,12390.0,6428912.6
2023-01-23,512.0,523.2,505.0,515.0,11345.0,5810594.9
2023-01-24,505.0,509.0,497.4,509.0,11908.0,5984699.5
2023-01-25,500.0,522.0,500.0,512.1,13618.0,7031178.4
2023-01-26,522.0,525.0,510.0,513.5,8735.0,4509147.5
2023-01-29,507.0,536.3,497.0,527.0,23931.0,12516611.3
2023-01-30,527.0,534.0,513.7,519.9,33448.0,17481282.6
2023-01-31,525.0,525.0,506.0,521.0,19289.0,9956190.0
2023-02-01,514.5,533.0,510.8,524.8,17369.0,9094263.1
2023-02-02,515.0,531.4,515.0,516.0,22709.0,11799719.5
2023-02-05,516.0,522.0,511.1,515.0,11725.0,6069747.4
2023-02-06,515.0,517.0,510.0,512.6,7566.0,3884604.1
2023-02-07,512.0,532.0,510.3,531.5,15090.0,7900694.0
2023-02-08,536.0,547.0,523.0,534.0,22172.0,11888382.1
2023-02-09,544.6,555.0,524.0,539.0,8741.0,4645163.0
2023-02-12,528.3,530.0,513.5,514.6,14685.0,7633169.1
2023-02-14,512.0,535.0,506.1,520.0,13108.0,6795062.0
2023-02-15,511.2,530.0,511.2,514.2,5422.0,2799998.6
2023-02-16,505.6,519.0,505.6,508.0,7636.0,3903882.6
2023-02-20,499.0,505.0,491.0,500.0,8987.0,4472677.5
2023-02-22,491.0,515.0,491.0,510.0,6722.0,3409017.0
2023-02-23,503.5,512.0,492.2,498.0,6973.0,3478277.7
2023-02-26,495.0,498.0,480.0,491.0,8460.0,4141872.5
2023-02-27,487.0,499.0,485.0,496.0,5922.0,2911733.2
2023-02-28,496.0,505.0,490.0,495.0,5319.0,2643203.9
2023-03-01,490.0,491.0,482.0,483.5,6033.0,2933495.5
2023-03-02,485.0,489.9,475.4,489.0,6805.0,3273992.6
2023-03-05,481.0,488.0,468.5,478.0,6055.0,2854951.0
2023-03-07,468.5,478.0,468.5,477.0,2410.0,1141277.0
2023-03-09,477.0,495.0,468.0,487.0,6100.0,2918248.5
2023-03-12,485.0,496.7,472.1,476.0,2384.0,1137445.5
2023-03-13,466.6,470.0,465.0,468.0,2819.0,1316158.0
2023-03-14,459.0,468.0,458.7,458.7,7040.0,3245591.7
2023-03-15,451.2,476.3,451.2,466.0,11824.0,5384880.5
2023-03-16,456.9,460.0,440.0,443.9,19993.0,8913267.9
2023-03-19,443.0,449.0,428.0,428.0,15332.0,6670255.0
2023-03-20,421.0,444.0,421.0,429.0,5279.0,2253018.0
2023-03-22,424.0,433.4,418.1,424.0,4598.0,1939018.7
2023-03-23,416.0,419.0,408.0,408.0,10110.0,4151585.1
2023-03-26,400.0,408.0,398.0,401.3,4324.0,1738500.8
2023-03-27,398.0,431.0,397.1,419.0,5551.0,2250213.0
2023-03-28,427.0,427.0,410.7,420.0,9278.0,3862406.0
2023-03-29,428.0,428.4,407.7,410.3,3165.0,1314112.2
2023-03-30,406.1,444.0,406.1,408.5,8299.0,3471216.5
2023-04-02,408.0,417.0,401.0,408.0,4675.0,1911517.0
2023-04-03,416.0,416.0,400.0,405.0,7683.0,3093717.2
2023-04-04,413.1,429.4,396.0,403.0,4193.0,1684122.7
2023-04-05,395.0,410.0,372.0,410.0,2635.0,1059194.5
2023-04-06,418.2,426.5,402.0,405.0,3293.0,1342811.0
2023-04-09,396.9,404.6,389.0,398.0,4437.0,1751381.0
